gold_row,source,question,expected_template_ids,served_template_id,served_question,bound_filters,verdict,wp6_verdicts,note
1854,WP4a-gold/assets,Which asset category received the highest expenditure in Khordha for 2024-25?,AST-007,AST-007,Which asset category received the highest expenditure in Khordha for 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""1""}",hit,hit/hit/hit,
1855,WP4a-gold/assets,Bhubaneswar ke kaun se GP ne 2024-25 me koi asset nahi banaya?,AST-009,AST-009,Which GPs in Bhubaneswar created no assets in 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1856,WP4a-gold/assets,How has the number of assets created per year in Bhubaneswar changed?,AST-012,AST-012,How has the number of assets created per year in Bhubaneswar changed (fiscal_year)?,"{""block_name"": ""Bhubaneswar"", ""group_by"": ""fiscal_year""}",hit,hit/hit/hit,
1857,WP4a-gold/assets,What is the average unit cost of tap connections across Khordha for 2025-26?,AST-010,AST-010,What is the average unit cost of a given Asset Sub Category across a given District for a given Plan Year?,,hit,hit/hit/hit,
1858,WP4a-gold/assets,What are the unit count and unit cost of assets created under activity 125711758?,AST-005,AST-005,What are the unit count and unit cost of assets created under activity a given Activity Code?,,hit,hit/hit/hit,
1859,WP4a-gold/assets,"Where are the assets under activity 125711758 located, and how many units at each location?",AST-004,AST-004,"Where are the assets under activity a given Activity Code located, and how many units at each location?",,hit,hit/hit/hit,
1860,WP4a-gold/assets,Bhubaneswar block ru?,AST-001,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: How many activities in Bhubaneswar are in a work status for a year? / How many activities in Bhubaneswar are still awaiting administrative approval in a year? / How many GPs in a district/Bhubaneswar have the GPDP approved in a year?
1861,WP5-gold/categorical,How many assets were created under the Self-sufficient Infrastructure in Village theme in Bhubaneswar for 2024-25?,AST-008,AST-008,How many assets were created under Theme 6 - Self-sufficient Infrastructure in Village in Bhubaneswar for 2024-2025?,"{""date_range"": ""2024-2025"", ""theme"": ""Theme 6 - Self-sufficient Infrastructure in Village"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1901,WP4a-gold/trends_comparison,"Compare activity counts, expenditure and completion rates between Bhubaneswar and Barpali for 2024-25.",TRD-011,TRD-011,"Compare activity counts, expenditure and completion rates between Bhubaneswar and Barpali for 2024-2025.","{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""block_name_2"": ""Barpali""}",hit,hit/hit/hit,
1902,WP4a-gold/trends_comparison,"Compare planned expenditure, actual expenditure and completion rate between Andhrua and Barimunda for 2024-2025.",TRD-010,TRD-010,"Compare planned expenditure, actual expenditure and completion rate between Andhrua and Barimunda for 2024-2025.","{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua"", ""gp_name_2"": ""Barimunda""}",hit,hit/hit/hit,
1903,WP4a-gold/trends_comparison,How does Khordha compare with the state average on expenditure per GP and completion rate for 2024-25?,TRD-012,TRD-012,How does Khordha compare with the state average on expenditure per GP and completion rate for 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1904,WP4a-gold/trends_comparison,Bhubaneswar ka total kharcha 2023-24 se 2024-25 me kitna badla?,TRD-004,TRD-004,How did the total expenditure of Bhubaneswar change between 2023-2024 and 2024-2025?,"{""date_range"": ""2024-2025"", ""date_range_2"": ""2023-2024"", ""block_name"": ""Bhubaneswar"", ""group_by"": ""total""}",hit,hit/hit/hit,
1905,WP4a-gold/trends_comparison,ଆନ୍ଧ୍ରୁଆର ବର୍ଷ ଅନୁସାରେ ମୋଟ ଖର୍ଚ୍ଚ କେତେ?,TRD-006; TRD-003; EXP-002,,,,clarify_gold_offered,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: What is the total actual expenditure incurred by Andhrua in a year? / What is the year-wise total expenditure of Andhrua? / How much expenditure went on repair and maintenance in Andhrua in a year?
1906,WP4a-gold/trends_comparison,Compare the approved cost and expenditure theme-wise between 2023-24 and 2024-25.,TRD-002,TRD-002,Compare the approved cost and expenditure theme-wise between 2023-2024 and 2024-2025.,"{""date_range"": ""2024-2025"", ""date_range_2"": ""2023-2024"", ""group_by"": ""theme""}",hit,hit/hit/hit,
1907,WP4a-gold/trends_comparison,Khordha ka activity completion rate saalon me kaise badla?,TRD-005,TRD-005,How has the activity completion rate of Khordha changed over the years?,"{""district_name"": ""Khordha""}",hit,hit/hit/hit,
1908,WP4a-gold/trends_comparison,Andhrua ra barsa bhittire mota kharcha kete?,TRD-006; TRD-003,TRD-006,What is the year-wise total expenditure of Andhrua?,"{""gp_name"": ""Andhrua""}",hit,hit/hit/hit,
1909,WP4a-gold/trends_comparison,Compare Laxmipur and Kalimela for 2024-25.,TRD-011; TRD-010,TRD-011,"Compare activity counts, expenditure and completion rates between Laxmipur and Kalimela for 2024-2025.","{""date_range"": ""2024-2025"", ""block_name"": ""Laxmipur"", ""block_name_2"": ""Kalimela""}",hit,hit/hit/clarify,
1910,WP4c-gold/trends_comparison,Compare the activities planned and started theme-wise between 2023-24 and 2024-25.,TRD-001,TRD-001,Compare the activities planned and started theme-wise between 2023-2024 and 2024-2025.,"{""date_range"": ""2024-2025"", ""date_range_2"": ""2023-2024"", ""group_by"": ""theme""}",hit,hit/hit/hit,
1951,WP4a-gold/decision_support,Bhubaneswar ke kaun se GP me sabse zyada paisa bacha hua hai 2024-25 me?,DSS-006,DSS-006,Which GPs in Bhubaneswar have the largest unspent balance in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""1""}",hit,hit/hit/hit,
1952,WP4a-gold/decision_support,2024-2025 re Bhubaneswar re kaun chalu kama manjuri rashira 25 percent tharu kama kharcha karichi?,DSS-005,DSS-005,Which ongoing activities in Bhubaneswar have spent less than 25 percent of their sanctioned cost in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""threshold"": ""25"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""10""}",hit,hit/hit/hit,
1953,WP4a-gold/decision_support,Which blocks in Khordha combine high pending sanctions with low expenditure in 2024-25?,DSS-002,DSS-002,Which blocks in Khordha combine high pending sanctions with low expenditure in 2024-2025 (10) (UNDER APPROVAL)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""10"", ""status"": ""UNDER APPROVAL"", ""group_by"": ""block""}",hit,hit/hit/hit,
1954,WP4a-gold/decision_support,Andhrua me kaun se focus area ka approved cost zyada hai lekin completion 50 percent se kam hai 2024-25 me?,DSS-001,DSS-001,Which focus areas in Andhrua have high approved cost but completion below 50 percent in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua"", ""threshold"": ""50"", ""top_n"": ""1""}",hit,hit/hit/hit,
1955,WP4a-gold/decision_support,Which asset sub-categories in Bhubaneswar show the highest repeat-maintenance frequency in 2024-2025?,DSS-003,DSS-003,Which asset sub-categories in Bhubaneswar show the highest repeat-maintenance frequency in a given year (1)?,"{""block_name"": ""Bhubaneswar"", ""top_n"": ""1""}",hit,hit/hit/hit,
1956,WP4a-gold/decision_support,"Which GPs in Attabira could reach the next PAI grade with the smallest score improvement, and on which themes are they weakest?",DSS-004,DSS-004,"Which GPs in a given Block could reach the next PAI grade with the smallest score improvement, and on which themes are they weakest in a given year?",,hit,hit/hit/hit,
1971,WP4a-gold/beneficiaries_dropped,How many beneficiaries received benefits under Swachh Bharat Mission in Andhrua during 2024-25?,BEN-001,BEN-001,How many beneficiaries received benefits under a given Scheme in a given GP Name during a given Plan Year?,,hit,hit/hit/hit,
1972,WP4a-gold/beneficiaries_dropped,Bhubaneswar block ke GPs me kitne beneficiary hain 2024-25 me?,BEN-003,,,,declined_generically,declined_generically/declined_generically/declined_generically,asked (broad_question): What would you like to know about Bhubaneswar? | chips: What percentage of Gram Panchayats in Bhubaneswar have uploaded their GPDP in 2025-2026? / What is the total actual expenditure incurred by a gram panchayat in 2025-2026 in Bhubaneswar? / What is the total unspent amount (planned minus actual) in 2025-2026 in Bhubaneswar? / How many activities in Bhubaneswar are still awaiting administrative approval in 2025-2026?
1973,WP4a-gold/beneficiaries_dropped,What is the village-wise count of beneficiaries in Andhrua under NSAP for 2024-2025?,BEN-002,BEN-002,What is the village-wise count of beneficiaries in a given GP Name under a given Scheme for a given Plan Year?,,hit,hit/hit/hit,
1974,WP4a-gold/beneficiaries_dropped,2024-2025 ରେ ଆନ୍ଧ୍ରୁଆରେ କେତେ ହିତାଧିକାରୀ ପେନସନ ପାଇଛନ୍ତି?,BEN-010,,,,declined_generically,declined_generically/declined_generically/declined_generically,asked (broad_question): What would you like to know about Andhrua? | chips: What is the status of the GPDP for Andhrua in 2025-2026? / What is the total actual expenditure incurred by Andhrua in 2025-2026? / How has the total actual expenditure of Andhrua changed over the years? / How many activities in Andhrua are in each progress status for 2025-2026?
1981,WP4a-gold/out_of_domain,What is the weather forecast for Bhubaneswar tomorrow?,no_match,,,,hit,hit/hit/hit,"asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: Compare activity counts, expenditure and completion rates between Bhubaneswar and another block for a year. / How many activities were administratively sanctioned in each month of a year in Bhubaneswar? / Which activities in Bhubaneswar have expenditure more than a threshold percent above estimated cost in a year?"
1982,WP4a-gold/out_of_domain,Odisha panchayat election kab hoga?,no_match,,,,hit,hit/hit/hit,"asked (no_match): I can't answer that exactly, but I can answer these: | chips: How many Gram Panchayats in a block/a district are still awaiting GPDP approval in a year? / How many Gram Panchayats in a block/a district have their GPDP approved in a year? / How many Gram Panchayats in a district/a block have uploaded the GPDP in a year?"
1983,WP4a-gold/out_of_domain,Who is the current Sarpanch of Andhrua?,no_match,,,,hit,hit/hit/hit,asked (broad_question): What would you like to know about Andhrua? | chips: What is the status of the GPDP for Andhrua in 2025-2026? / What is the total actual expenditure incurred by Andhrua in 2025-2026? / How has the total actual expenditure of Andhrua changed over the years? / How many activities in Andhrua are in each progress status for 2025-2026?
1984,WP4a-gold/out_of_domain,ଆଜି ଭୁବନେଶ୍ୱରରେ ପାଗ କିପରି ଅଛି?,no_match,,,,hit,hit/hit/hit,asked (broad_question): What would you like to know about Bhubaneswar? | chips: What percentage of Gram Panchayats in Bhubaneswar have uploaded their GPDP in 2025-2026? / What is the total actual expenditure incurred by a gram panchayat in 2025-2026 in Bhubaneswar? / What is the total unspent amount (planned minus actual) in 2025-2026 in Bhubaneswar? / How many activities in Bhubaneswar are still awaiting administrative approval in 2025-2026?
1985,WP4a-gold/out_of_domain,Can you write me a leave application in Odia?,no_match,,,,hit,hit/hit/hit,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: Which administratively approved activities in a block have a missing sanction order date or authority in a year? / Which activities approved more than a threshold days ago in a block are still not started? / What is the General/SC/ST split of administratively sanctioned funds in a block for a year?
1986,WP4a-gold/out_of_domain,What is the MGNREGA wage rate in Odisha this year?,no_match,,,,hit,hit/hit/hit,"asked (no_match): I can't answer that exactly, but I can answer these: | chips: What is the block-wise administratively sanctioned amount in a district in 2025-2026? / How many activities were administratively sanctioned in each month of 2025-2026 in a block? / What is the total amount recorded per scheme across a district in 2025-2026?"
2001,Eval_1.xlsx row 1 (canonical),What is the total budget outlay planned across all main GPDPs for 2024 to 2025?,BUD-006; SCH-003; EXP-004,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2024-2025 (Main) (total)? (as one total),"{""date_range"": ""2024-2025"", ""plan_type"": ""Main"", ""group_by"": ""total""}",hit,hit/hit/hit,
2002,Eval_1.xlsx row 6 (low_overlap),What's the aggregate budget outlay for all primary GPDPs for 2025 to 2026?,BUD-006; SCH-003; EXP-004,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2025-2026 (Main) (total)? (as one total),"{""date_range"": ""2025-2026"", ""plan_type"": ""Main"", ""group_by"": ""total""}",hit,hit/hit/hit,
2003,Eval_1.xlsx row 10 (canonical),Which GPs have planned zero-cost activities for 2024 to 2025?,PLU-008; DQY-007,PLU-008,How many no-cost activities are planned in all blocks for 2024-2025 (gp)? (broken down by gram panchayat),"{""date_range"": ""2024-2025"", ""group_by"": ""gp""}",hit,clarify_gold_offered/hit/hit,
2004,Eval_1.xlsx row 13 (low_overlap),Which GPs proposed activities costing zero rupees for 2024 to 2025?,PLU-008; DQY-007,PLU-008,How many no-cost activities are planned in all blocks for 2024-2025 (gp)? (broken down by gram panchayat),"{""date_range"": ""2024-2025"", ""group_by"": ""gp""}",hit,clarify_gold_offered/hit/hit,
2005,Eval_1.xlsx row 17 (canonical),How many sanitation activities have been completed under Swachh Bharat for 2025 to 2026?,STS-003; IMP-002; STS-001,STS-003,How many activities in all blocks are in WORK COMPLETED status for 2025-2026 (Sanitation)?,"{""date_range"": ""2025-2026"", ""status"": ""WORK COMPLETED"", ""focus_area"": ""Sanitation""}",hit,hit/clarify/clarify,
2006,Eval_1.xlsx row 19 (low_overlap),What is the count of finished sanitation projects for Swachh Bharat for 2025 to 2026?,STS-003; IMP-002; STS-001,STS-003,How many activities in all blocks are in WORK COMPLETED status for 2025-2026 (Sanitation)?,"{""date_range"": ""2025-2026"", ""status"": ""WORK COMPLETED"", ""focus_area"": ""Sanitation""}",hit,hit/hit/clarify,
2007,Eval_1.xlsx row 32 (canonical),What is the total unspent balance across all GPs in the state for 2020 to 2021?,EXP-004; DSS-006,EXP-004,What is the total unspent amount (planned minus actual) in 2020-2021?,"{""date_range"": ""2020-2021"", ""group_by"": ""total""}",hit,hit/hit/hit,
2008,Eval_1.xlsx row 35 (low_overlap),What is the aggregate unutilized balance for all GPs in the state for 2020 to 2021?,EXP-004; DSS-006,EXP-004,What is the total unspent amount (planned minus actual) in 2020-2021?,"{""date_range"": ""2020-2021"", ""group_by"": ""total""}",hit,hit/hit/hit,
2009,Eval_1.xlsx row 40 (canonical),Show the breakdown of tied fund expenditure by sector (water vs sanitation) for 2025 to 2026.,EXP-009; EXP-011; FND-002,EXP-009,How much tied-fund expenditure was incurred under Drinking water and Sanitation in 2025-2026 (Tied)?,"{""date_range"": ""2025-2026"", ""focus_area"": [""Drinking water"", ""Sanitation""], ""tied_untied"": ""Tied""}",hit,hit/hit/hit,
2010,Eval_1.xlsx row 45 (low_overlap),Show me the distribution of tied funds spent on water versus sanitation for 2025 to 2026.,EXP-009; EXP-011; FND-002,EXP-011,How much tied-fund expenditure was incurred under Drinking water and Sanitation in 2025-2026 (Tied)?,"{""date_range"": ""2025-2026"", ""focus_area"": [""Drinking water"", ""Sanitation""], ""tied_untied"": ""Tied""}",hit,hit/hit/hit,
2011,Eval_1.xlsx row 54 (canonical),What is the total allocation for the 9 Sankalp themes state-wide for 2024 to 2025?,BUD-006; BUD-013; BUD-009,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""theme""}",hit,hit/hit/hit,
2012,Eval_1.xlsx row 56 (low_overlap),Total state-wide funding for the 9 Sankalp themes for 2025 to 2026.,BUD-006; BUD-013; BUD-009,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2025-2026?,"{""date_range"": ""2025-2026"", ""group_by"": ""theme""}",hit,hit/hit/hit,
2013,Eval_1.xlsx row 68 (canonical),List the GPs that have not allocated any funds to Sankalp themes for 2025 to 2026.,PLN-032; SCH-006,PLN-032,Which Gram Panchayats have not planned any activities under all themes in 2025-2026?,"{""date_range"": ""2025-2026""}",hit,clarify_gold_offered/hit/clarify_gold_offered,
2014,Eval_1.xlsx row 73 (low_overlap),Find GPs that have zero funds allocated toward Sankalp themes for 2025 to 2026.,PLN-032; SCH-006,PLN-032,Which Gram Panchayats have not planned any activities under all themes in 2025-2026?,"{""date_range"": ""2025-2026""}",hit,hit/hit/hit,
2015,Eval_1.xlsx row 83 (canonical),How many GPs have uploaded their main GPDP for FY 2025-26?,PLN-001; PLN-013,PLN-001,How many Gram Panchayats in all districts/all blocks have uploaded the GPDP in 2025-2026 (Main)?,"{""date_range"": ""2025-2026"", ""plan_type"": ""Main""}",hit,hit/hit/hit,
2016,Eval_1.xlsx row 88 (low_overlap),Count the GPs that completed main GPDP uploads for FY 25-26.,PLN-001; PLN-013,PLN-001,How many Gram Panchayats in all districts/all blocks have uploaded the GPDP in 2025-2026 (Main)?,"{""date_range"": ""2025-2026"", ""plan_type"": ""Main""}",hit,hit/hit/hit,
2017,Eval_1.xlsx row 97 (canonical),List the GPs that have not yet uploaded any GPDP for 2024 to 2026.,PLN-005; PLN-003,PLN-005,Which Gram Panchayats have not yet uploaded their GPDP in 2024-2025 and 2025-2026? (2024-2025 and 2025-2026 combined),"{""date_range"": [""2024-2025"", ""2025-2026""]}",hit,hit/hit/hit,
2018,Eval_1.xlsx row 101 (low_overlap),Which GPs failed to upload any GPDP so far for 2024 to 2025?,PLN-005; PLN-003,PLN-005,Which Gram Panchayats have not yet uploaded their GPDP in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
2019,Eval_1.xlsx row 111 (canonical),What is the total number of supplementary plans approved state-wide for 2025 to 2026?,PLN-002; PLN-013; PLU-004,PLN-002,How many GPs in all districts/all blocks have the GPDP approved in 2025-2026 (Supplementary) (total)?,"{""date_range"": ""2025-2026"", ""plan_type"": ""Supplementary"", ""group_by"": ""total""}",hit,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,
2020,Eval_1.xlsx row 116 (low_overlap),Provide the total number of approved supplementary plans at the state level for 2024 to 2025.,PLN-002; PLN-013; PLU-004,PLN-002,How many GPs in all districts/all blocks have the GPDP approved in 2024-2025 (Supplementary) (total)?,"{""date_range"": ""2024-2025"", ""plan_type"": ""Supplementary"", ""group_by"": ""total""}",hit,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,
2021,Eval_1.xlsx row 126 (canonical),How many GPs have submitted at least one supplementary plan in Ganjam district for 2024 to 2025?,PLU-004; PLN-001,PLU-004,How many GPs in all blocks uploaded supplementary plans for 2024-2025 (Ganjam district)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Ganjam""}",hit,hit/hit/hit,
2022,Eval_1.xlsx row 129 (low_overlap),Count the GPs from Ganjam that have at least one supplementary plan for 2025 to 2026.,PLU-004; PLN-001,PLU-004,How many GPs in all blocks uploaded supplementary plans for 2025-2026 (Ganjam district)?,"{""date_range"": ""2025-2026"", ""district_name"": ""Ganjam""}",hit,hit/hit/hit,
2023,Eval_1.xlsx row 140 (canonical),What is the total number of activities planned in the main GPDPs for 2025 to 2026?,PLN-024,PLN-024,How many activities are planned under each GPDP theme in all GPs in 2025-2026 (Main) (total)? (as one total),"{""date_range"": ""2025-2026"", ""plan_type"": ""Main"", ""group_by"": ""total""}",hit,hit/clarify_gold_offered/hit,
2024,Eval_1.xlsx row 143 (low_overlap),What is the overall number of activities proposed in main GPDPs for 2025 to 2026?,PLN-024,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2025-2026 (Main) (total)? (as one total),"{""date_range"": ""2025-2026"", ""plan_type"": ""Main"", ""group_by"": ""total""}",wrong_template,hit/clarify_gold_offered/clarify_gold_offered,
2025,Eval_1.xlsx row 155 (canonical),Which GP has the highest number of planned activities for 2024 to 2025?,PLN-031; PLN-033,PLN-031,Which Gram Panchayats have planned the highest number of activities under all themes in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1""}",hit,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,
2026,Eval_1.xlsx row 158 (low_overlap),Identify the GP with the highest activity count for 2024 to 2025.,PLN-031; PLN-033,PLN-031,Which Gram Panchayats have planned the highest number of activities under all themes in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1""}",hit,clarify/clarify_gold_offered/clarify_gold_offered,
2027,Eval_1.xlsx row 170 (canonical),What is the total estimated cost of all planned activities state-wide for 2024 to 2026?,BUD-006; SCH-003,BUD-006,How much planned expenditure is allocated to each GPDP theme in 2024-2025 and 2025-2026 (total)? (as one total),"{""date_range"": [""2024-2025"", ""2025-2026""], ""group_by"": ""total""}",hit,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,
2028,Eval_1.xlsx row 175 (low_overlap),State-wide total of estimated costs for all activities for 2025 to 2026.,BUD-006; SCH-003,,,,clarify_gold_offered,clarify_gold_offered/clarify_gold_offered/hit,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: What is the total estimated cost of activities under a scheme in a block for 2025-2026? / What is the total amount recorded per scheme across a district in 2025-2026? / Which focus areas receive many activities but relatively low planned expenditure in 2025-2026?
2029,Eval_1.xlsx row 200 (canonical),Show the breakdown of planned activities by theme for 2024 to 2025.,PLN-024; BUD-006; PLN-044; PLN-072,PLN-024,How many activities are planned under each GPDP theme in all GPs in 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""theme""}",hit,hit/hit/hit,
2030,Eval_1.xlsx row 201 (low_overlap),How are planned activities distributed across different themes for 2024 to 2025?,PLN-024; BUD-006; PLN-044; PLN-072,PLN-024,How many activities are planned under each GPDP theme in all GPs in 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""theme""}",hit,hit/hit/hit,
2031,Eval_1.xlsx row 215 (canonical),How many activities are planned under the sanitation sector for 2024 to 2025?,PLN-049; PLN-024,PLN-049,How many activities are planned under Sanitation in all GPs in 2024-2025?,"{""date_range"": ""2024-2025"", ""focus_area"": ""Sanitation""}",hit,hit/hit/hit,
2032,Eval_1.xlsx row 219 (low_overlap),Number of activities proposed within the sanitation category for 2024 to 2025.,PLN-049; PLN-024,PLN-049,How many activities are planned under Sanitation in all GPs in 2024-2025?,"{""date_range"": ""2024-2025"", ""focus_area"": ""Sanitation""}",hit,hit/hit/hit,
2033,Eval_1.xlsx row 230 (canonical),Which GP has planned the most activities under piped water supply for 2024 to 2025?,PLN-031; PLN-049,PLN-031,Which Gram Panchayats have planned the highest number of activities under all themes in 2024-2025 (1) (Drinking water)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1"", ""focus_area"": ""Drinking water""}",hit,hit/hit/hit,
2034,Eval_1.xlsx row 235 (low_overlap),Find the GP with the greatest count of piped water supply plans for 2024 to 2026.,PLN-031; PLN-049,PLN-031,Which Gram Panchayats have planned the highest number of activities under all themes in 2024-2025 and 2025-2026 (1) (Drinking water) (fiscal_year)? (broken down by year),"{""date_range"": [""2024-2025"", ""2025-2026""], ""top_n"": ""1"", ""focus_area"": ""Drinking water"", ""group_by"": ""fiscal_year""}",hit,clarify_gold_offered/clarify_gold_offered/clarify_gold_offered,
2035,Eval_1.xlsx row 246 (canonical),How many GPs have their GPDPs still pending approval for 2024 to 2026?,PLN-014; PLN-019; PLN-020; PLN-021,PLN-014,How many Gram Panchayats in all blocks/all districts are still awaiting GPDP approval in 2024-2025 and 2025-2026 (fiscal_year)? (broken down by year),"{""date_range"": [""2024-2025"", ""2025-2026""], ""group_by"": ""fiscal_year""}",hit,hit/hit/hit,
2036,Eval_1.xlsx row 250 (low_overlap),Count of GPs with GPDPs in pending approval status for 2024 to 2025.,PLN-014; PLN-019; PLN-020; PLN-021,PLN-014,How many Gram Panchayats in all blocks/all districts are still awaiting GPDP approval in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
2037,Eval_1.xlsx row 258 (canonical),How many activities have been completed across the state for 2025 to 2026?,STS-003; IMP-002; STS-001; STS-013,IMP-002,How many initiated activities have been completed in 2025-2026?,"{""date_range"": ""2025-2026""}",hit,hit/hit/hit,
2038,Eval_1.xlsx row 260 (low_overlap),What is the total completed activity count for all districts in 2025 to 2026?,STS-003; IMP-002; STS-001; STS-013,IMP-002,How many initiated activities have been completed in 2025-2026 (total)?,"{""date_range"": ""2025-2026"", ""group_by"": ""total""}",hit,hit/hit/hit,
2039,Eval_1.xlsx row 269 (canonical),How many activities are in progress during 2024 to 2025?,STS-003; STS-001,STS-003,How many activities in all blocks are in WORK ONGOING status for 2024-2025?,"{""date_range"": ""2024-2025"", ""status"": ""WORK ONGOING""}",hit,hit/hit/hit,
2040,Eval_1.xlsx row 270 (low_overlap),Give the total count of activities currently in progress for 2024 to 2025.,STS-003; STS-001,STS-003,How many activities in all blocks are in WORK ONGOING status for 2024-2025 (total)? (as one total),"{""date_range"": ""2024-2025"", ""status"": ""WORK ONGOING"", ""group_by"": ""total""}",hit,hit/hit/hit,
2041,Eval_1.xlsx row 280 (canonical),Which sector has the best activity completion rate for 2024 to 2026?,IMP-005; IMP-008; IMP-009,,,,clarify_as_ratified,clarify_as_ratified/clarify_as_ratified/clarify_as_ratified,"asked (ambiguous_term): By “sector”, do you mean the focus area (Sanitation, Drinking water, …) or the LSDG theme? I don't assume one. | chips: By focus area / By LSDG theme"
2042,Eval_1.xlsx row 281 (low_overlap),Identify the sector with the highest percentage of completed activities for 2024 to 2026.,IMP-005; IMP-008; IMP-009,,,,clarify_gold_offered,clarify_gold_offered/hit/clarify_gold_offered,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: Which themes have the highest number of completed activities in 2025-2026? / What is the completion rate under each theme and focus area in 2025-2026? / Which focus area has the lowest completion rate in 2025-2026?
2043,Eval_1.xlsx row 303 (canonical),How many road construction activities are in progress for 2024 to 2026?,STS-003,STS-003,How many activities in all blocks are in WORK ONGOING status for 2024-2025 and 2025-2026 (Roads) (fiscal_year)? (broken down by year),"{""date_range"": [""2024-2025"", ""2025-2026""], ""status"": ""WORK ONGOING"", ""focus_area"": ""Roads"", ""group_by"": ""fiscal_year""}",hit,hit/hit/hit,
2044,Eval_1.xlsx row 305 (low_overlap),What is the number of road works currently in progress for 2024 to 2026?,STS-003,STS-003,How many activities in all blocks are in WORK ONGOING status for 2024-2025 and 2025-2026 (Roads) (fiscal_year)? (broken down by year),"{""date_range"": [""2024-2025"", ""2025-2026""], ""status"": ""WORK ONGOING"", ""focus_area"": ""Roads"", ""group_by"": ""fiscal_year""}",hit,hit/hit/hit,
2045,Eval_1.xlsx row 314 (canonical),Which districts are behind on GPDP submission for 2024 to 2026?,PLN-007; PLN-004; PLN-016,PLN-007,Which Districts have the lowest GPDP submission rate in 2024-2025 and 2025-2026 (10)? (2024-2025 and 2025-2026 combined),"{""date_range"": [""2024-2025"", ""2025-2026""], ""top_n"": ""10""}",hit,hit/hit/hit,
2046,Eval_1.xlsx row 315 (low_overlap),Identify districts with delayed GPDP submissions for 2024 to 2026.,PLN-007; PLN-004; PLN-016,,,,clarify_gold_offered,wrong_refusal/clarify_gold_offered/clarify_gold_offered,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: Which GPs in a block/a district uploaded the GPDP after the deadline a deadline in 2025-2026? / How many GPs in a district uploaded the GPDP after the deadline a deadline in 2025-2026? / Which Districts have the lowest GPDP submission rate in 2025-2026?
2047,Eval_1.xlsx row 325 (canonical),Which GPs have expenditure recorded but zero physical progress for 2024 to 2025?,PHY-006; DQY-006,PHY-006,Which Gram Panchayats have expenditure recorded but no physical progress in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
2048,Eval_1.xlsx row 327 (low_overlap),Find GPs with non-zero expenditure and zero physical progress for 2024 to 2025.,PHY-006; DQY-006,PHY-006,Which Gram Panchayats have expenditure recorded but no physical progress in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
2049,Eval_1.xlsx row 336 (canonical),Give a district-wise summary of asset creation for 2024 to 2025.,AST-001; AST-002,AST-001,How many assets were created in all GPs during 2024-2025 (district)? (broken down by district),"{""date_range"": ""2024-2025"", ""group_by"": ""district""}",hit,hit/clarify_gold_offered/clarify_gold_offered,
